date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ

22/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 64 m vuông, ---, _," 1,45 tỷ ","Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

22/09/2020,/files/properties/default.jpg,NULL,16 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,17 tỷ ","Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

22/09/2020,/files/properties/2020/9/21/thumbnails/06971536-5304-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,8m,25 lầu,2 phòng ngủ,NULL, 97 m vuông, 7x13m, Tây, 21 triệu / m,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

22/09/2020,/files/properties/2020/5/22/thumbnails/06201944-4624-ban-nha-mat-tien-ha-noi-gia-re.jpg,2m,7 lầu,17 phòng ngủ,NULL, 60 m vuông, ---, _," 5,3 tỷ ","Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội"

21/09/2020,/files/properties/2020/3/27/thumbnails/05991053-3349-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,NULL,24 lầu,2 phòng ngủ,chỗ để xe, 70 m vuông, 14x14m, _," 1,5 tỷ ","Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/06972459-3707-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,45 lầu,4 phòng ngủ,chỗ để xe, 140 m vuông, ---, Đông Nam, 22 triệu / m,"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/26796240-4052-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,45 lầu,4 phòng ngủ,chỗ để xe, 140 m vuông, ---, Đông Nam, 22 triệu / m,"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/0tap-the-tang-2-khu-tt-thanh-cong-moi-dep-o-ngay-dan-tri-cao-an-sinh-dinh-chi-1-8-ty.jpg,10m,1 lầu,1 phòng ngủ,NULL, 52 m vuông, 3x17m, _," 1,8 tỷ ","Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội"

21/09/2020,/files/properties/2020/7/16/thumbnails/0gia-dinh-chuyen-vao-nha-trang-nen-can-ban-can-ho-toa-s2-05-p-1901-vinhomes-ocean-park.jpg,NULL,19 lầu,1 phòng ngủ,NULL, 43 m vuông, ---, _," 1,45 tỷ ","Đường Quốc lộ 5, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội"

21/09/2020,/files/properties/2018/8/2/thumbnails/20180802_045852_3318058_0.jpg,20m,32 lầu,3 phòng ngủ,NULL, 80 m vuông, ---, _, 38 triệu / m,"Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/06970541-3641-ban-can-ho-chung-cu-quan-long-bien-chinh-chu.jpg,NULL,9 lầu,3 phòng ngủ,chỗ để xe, 91 m vuông, ---, Đông Nam," 2,23 tỷ ","Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội"

21/09/2020,/files/properties/2020/6/6/thumbnails/06293508-5427-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,4m,8 lầu,32 phòng ngủ,NULL, 165 m vuông, ---, _," 11,2 tỷ ","Đường Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/06969976-4642-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,17 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,45 tỷ ","Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/0ban-gap-can-ho-chung-cu-ia20-ciputra-.jpg,NULL,15 lầu,3 phòng ngủ,NULL, 94 m vuông, ---, Đông Nam," 2,6 tỷ ","Đường An Dương Vương, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,2 lầu,3 phòng ngủ,NULL, 84 m vuông, ---, Đông Nam," 1,42 tỷ ","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

21/09/2020,/files/properties/2020/9/9/thumbnails/0bang-hang-dot-cuoi-e2-yen-hoa-chelsea-residences-ky-voi-cdt.jpg,NULL,25 lầu,3 phòng ngủ,NULL, 60 m vuông, ---, _," 2,4 tỷ ","Đường Trần Kim Xuyến, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/9/3/thumbnails/06853206-5557-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,10m,2 lầu,2 phòng ngủ,NULL, 62 m vuông, ---, _," 1,55 tỷ ","Đường Liên Cơ, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/default.jpg,0m,NULL,5 phòng ngủ,NULL, 300 m vuông, ---, _," 12,5 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/2/27/thumbnails/05843773-5826-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,50m,1 lầu,2 phòng ngủ,NULL, 89 m vuông, ---, _," 2,1 tỷ ","Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"

21/09/2020,/files/properties/2020/9/10/thumbnails/20200910_083420_588155_2.jpg,NULL,12 lầu,3 phòng ngủ,chỗ để xe, 105 m vuông, ---, Tây Nam," 1,9 tỷ ","Đường Lê Xuân Điệp, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/06967859-3617-ban-can-ho-chung-cu-ha-noi.jpg,NULL,9 lầu,3 phòng ngủ,NULL, 95 m vuông, ---, Nam," 26,5 triệu / m","Đường Nhân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/06967758-2803-ban-can-ho-chung-cu-quan-long-bien.jpg,NULL,NULL,2 phòng ngủ,NULL, 759 m vuông, ---, _," 1,4 tỷ ","Phố Huỳnh Tấn Phát, Phường Giang Biên, Quận Long Biên, Hà Nội"

21/09/2020,/files/properties/2020/4/18/thumbnails/20200418_014249_490249_2.jpg,NULL,NULL,2 phòng ngủ,NULL, 53 m vuông, ---, _, 16 triệu / m,"Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"

21/09/2020,/files/properties/2020/4/20/thumbnails/20200420_121816_490249_1.jpg,NULL,25 lầu,2 phòng ngủ,NULL, 43 m vuông, ---, _, 16 triệu / m,"Đường Nhổn, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/9/21/thumbnails/06967659-1953-ban-can-ho-chung-cu-quan-ha-dong-gia-re.jpg,50m,12 lầu,2 phòng ngủ,NULL, 65 m vuông, 7x10m, _," 1,3 tỷ ","Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,18 lầu,3 phòng ngủ,NULL, 148 m vuông, ---, _," 3,36 tỷ ","Đường Khuất Duy Tiến, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 87 m vuông, ---, _," 2,66 tỷ ","Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2019/7/20/thumbnails/20190720_085839_4792541_0.jpg,NULL,7 lầu,2 phòng ngủ,NULL, 50 m vuông, ---, _, 880 triệu ,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"

21/09/2020,/files/properties/2020/7/4/thumbnails/06479322-3520-ban-can-ho-chung-cu-quan-dong-da.jpg,NULL,6 lầu,1 phòng ngủ,NULL, 33 m vuông, ---, _, 600 triệu ,"Đường Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội"

21/09/2020,/files/properties/2020/7/7/thumbnails/06495479-4017-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6 lầu,1 phòng ngủ,NULL, 35 m vuông, ---, _, 550 triệu ,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội"

21/09/2020,/files/properties/2020/6/1/thumbnails/06258648-3032-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, ---, _, 600 triệu ,"Đường Nguyễn Phong Sắc, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/5/27/thumbnails/06228525-2338-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 46 m vuông, ---, _, 590 triệu ,"Phố Tương Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"

21/09/2020,/files/properties/2019/6/26/thumbnails/20190626_090016_4662013_0.jpg,NULL,7 lầu,2 phòng ngủ,NULL, 46 m vuông, ---, _, 980 triệu ,"Phố Hồng Mai, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội"

21/09/2020,/files/properties/2020/9/10/thumbnails/06901302-0300-ban-can-ho-chung-cu-ha-noi.jpg,NULL,7 lầu,2 phòng ngủ,NULL, 52 m vuông, ---, _, 850 triệu ,"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 77 m vuông, ---, _," 2,5 tỷ ","Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2019/11/9/thumbnails/0ban-can-ho-ciptra-gia-re-150m2-view-dep-huong-dn-toa-e1-ciputra-gia-3-99-ty.jpg,NULL,NULL,4 phòng ngủ,chỗ để xe, 150 m vuông, ---, Đông Nam," 3,99 tỷ ","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

21/09/2020,/files/properties/2019/12/21/thumbnails/05643284-3010-ban-can-ho-chung-cu-quan-tay-ho.jpg,NULL,NULL,3 phòng ngủ,chỗ để xe, 114 m vuông, ---, Đông Nam," 6,2 tỷ ","Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội"

21/09/2020,/files/properties/2019/7/19/thumbnails/20190719_023453_4789449_0.jpg,NULL,NULL,4 phòng ngủ,chỗ để xe, 267 m vuông, ---, _," 14,5 tỷ ","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

21/09/2020,/files/properties/2020/8/11/thumbnails/06722544-1611-ban-can-ho-chung-cu-quan-tay-ho.jpg,NULL,NULL,4 phòng ngủ,chỗ để xe, 182 m vuông, ---, Đông Nam," 5,1 tỷ ","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

21/09/2020,/files/properties/2018/10/15/thumbnails/20181015_104312_3593803_0.jpg,NULL,NULL,2 phòng ngủ,chỗ để xe, 88 m vuông, ---, _, 5 tỷ ,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,16 lầu,3 phòng ngủ,NULL, 110 m vuông, ---, _," 3,75 tỷ ","Đường Trung Yên 11, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,17 lầu,3 phòng ngủ,NULL, 128 m vuông, ---, _," 3,4 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,16 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,8 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/9/9/thumbnails/06894373-5529-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,12m,20 lầu,2 phòng ngủ,NULL, 81 m vuông, ---, _," 2,35 tỷ ","Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/9/9/thumbnails/06895099-0040-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,12m,10 lầu,3 phòng ngủ,NULL, 122 m vuông, ---, _," 2,35 tỷ ","Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/default.jpg,32m,10 lầu,3 phòng ngủ,NULL, 102 m vuông, ---, _," 2,8 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/8/7/thumbnails/06700896-3810-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,32m,10 lầu,3 phòng ngủ,NULL, 95 m vuông, ---, _, 30 triệu / m,"Đường Nguyễn Văn Huyên, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

21/09/2020,/files/properties/default.jpg,32m,6 lầu,2 phòng ngủ,NULL, 80 m vuông, ---, _," 1,9 tỷ ","Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/8/18/thumbnails/06764277-3358-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,12m,10 lầu,2 phòng ngủ,NULL, 81 m vuông, ---, _," 2,3 tỷ ","Đường Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/default.jpg,12m,7 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,15 tỷ ","Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/default.jpg,12m,20 lầu,3 phòng ngủ,NULL, 105 m vuông, ---, _," 2,1 tỷ ","Đường Cầu Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/9/8/thumbnails/0ban-gap-chung-cu-o-335-cau-giay-dich-vong-dt-125m2-ket-cau-4-ngu-3-wc-gia-re-nhat-khu-vuc.jpg,32m,10 lầu,4 phòng ngủ,NULL, 125 m vuông, ---, _," 3,2 tỷ ","Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/8/10/thumbnails/06714748-0324-ban-can-ho-chung-cu-huyen-hoai-duc-chinh-chu.jpg,50m,NULL,2 phòng ngủ,chỗ để xe, 62 m vuông, 6x10m, _," 1,2 tỷ ","Đường Đại lộ Thăng Long, Xã An Khánh, Huyện Hoài Đức, Hà Nội"

21/09/2020,/files/properties/2020/8/27/thumbnails/06820923-3354-ban-can-ho-chung-cu-quan-ha-dong.jpg,6m,1 lầu,1 phòng ngủ,NULL, 66 m vuông, 6x11m, _," 1,4 tỷ ","Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội"

21/09/2020,/files/properties/2020/8/17/thumbnails/06758472-1522-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,50m,26 lầu,2 phòng ngủ,chỗ để xe, 66 m vuông, ---, _," 1,2 tỷ ","Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội"

21/09/2020,/files/properties/2020/9/14/thumbnails/06922787-3012-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,5 lầu,3 phòng ngủ,NULL, 80 m vuông, ---, Nam," 3,75 tỷ ","Phố Trần Huy Liệu, Phường Giảng Võ, Quận Ba Đình, Hà Nội"

21/09/2020,/files/properties/2020/8/28/thumbnails/06826457-4215-ban-can-ho-chung-cu-quan-cau-giay-chinh-chu.jpg,NULL,21 lầu,3 phòng ngủ,NULL, 100 m vuông, ---, Đông," 2,7 tỷ ","Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/2020/6/8/thumbnails/06302349-3117-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,15 lầu,2 phòng ngủ,NULL, 98 m vuông, ---, Tây Nam," 4,8 tỷ ","Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

21/09/2020,/files/properties/default.jpg,NULL,8 lầu,3 phòng ngủ,NULL, 105 m vuông, ---, Đông, 20 triệu / m,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"

21/09/2020,/files/properties/2020/9/2/thumbnails/06852818-2337-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,12 lầu,3 phòng ngủ,NULL, 109 m vuông, ---, Nam," 29,5 triệu / m","Đường Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội"

21/09/2020,/files/properties/2020/9/6/thumbnails/06872801-4252-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,NULL,5 lầu,3 phòng ngủ,NULL, 115 m vuông, ---, Đông Bắc," 5,3 tỷ ","Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội"

21/09/2020,/files/properties/2020/6/13/thumbnails/06340292-0946-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,16 lầu,3 phòng ngủ,NULL, 146 m vuông, ---, Đông Nam," 3,3 tỷ ","Đường Khuất Duy Tiến, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

20/09/2020,/files/properties/2020/7/13/thumbnails/0chung-cu-goc-2-ngu-thanh-ha-ha-dong-77-76m2-full-do.jpg,68m,1 lầu,2 phòng ngủ,chỗ để xe, 77 m vuông, ---, Tây Nam," 1,4 tỷ ","Đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"

20/09/2020,/files/properties/2020/9/20/thumbnails/06962739-4842-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,NULL,2 phòng ngủ,NULL, 70 m vuông, ---, _," 1,7 tỷ ","Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội"

19/09/2020,/files/properties/2020/8/31/thumbnails/06843482-5552-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,40m,24 lầu,3 phòng ngủ,chỗ để xe, 108 m vuông, ---, Nam," 3,456 tỷ ","Đường Nguyễn Văn Huyên, Phường Xuân La, Quận Tây Hồ, Hà Nội"

19/09/2020,/files/properties/2020/9/19/thumbnails/06961480-0619-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,4m,1 lầu,1 phòng ngủ,NULL, 40 m vuông, 3x13m, _," 1,45 tỷ ","Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội"

19/09/2020,/files/properties/2020/9/19/thumbnails/06959574-3525-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,22 lầu,3 phòng ngủ,NULL, 105 m vuông, ---, Nam," 2,7 tỷ ","Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"

19/09/2020,/files/properties/2020/9/19/thumbnails/0ban-can-ho-82m2-view-noi-khu-tang-dep-full-noi-that-tai-roman-plaza-.jpg,NULL,14 lầu,2 phòng ngủ,NULL, 82 m vuông, 6x24m, _," 2,7 tỷ ","Đường Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội"

19/09/2020,/files/properties/2015/8/21/thumbnails/20150821_041234_730051_0.jpg,NULL,NULL,NULL,NULL, 235 m vuông, ---, _," 8,3 tỷ ","Phố Nguyễn Công Hoan, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội"

19/09/2020,/files/properties/2017/6/27/thumbnails/20170627_123853_2168745_0.jpg,NULL,NULL,NULL,NULL, 122 m vuông, ---, _, 54 triệu / m,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội"

19/09/2020,/files/properties/2020/9/19/thumbnails/05910212-5556-ban-can-ho-chung-cu-quan-ha-dong-chinh-chu.jpg,NULL,NULL,2 phòng ngủ,NULL, 66 m vuông, ---, _," 1,55 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"

19/09/2020,/files/properties/2020/9/18/thumbnails/06956514-4459-ban-can-ho-chung-cu-ha-noi.jpg,NULL,28 lầu,2 phòng ngủ,NULL, 62 m vuông, ---, _," 1,05 tỷ ","Đường Lê Hữu Trác, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội"

19/09/2020,/files/properties/2020/8/14/thumbnails/20200814_093529_279873_0.jpg,30m,29 lầu,23 phòng ngủ,chỗ để xe, 74 m vuông, ---, _, 22 triệu / m,"Đường Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

19/09/2020,/files/properties/2020/9/18/thumbnails/20200918_035122_118171_1.jpg,NULL,1 lầu,2 phòng ngủ,NULL, 53 m vuông, ---, _," 1,23 tỷ ","Đường Trần Nguyên Đán, Phường Định Công, Quận Hoàng Mai, Hà Nội"

19/09/2020,/files/properties/2020/9/18/thumbnails/06954820-2459-ban-can-ho-chung-cu-quan-long-bien.jpg,8m,4 lầu,5 phòng ngủ,NULL, 80 m vuông, ---, _," 1,8 tỷ ","Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội"

19/09/2020,/files/properties/default.jpg,NULL,4 lầu,1 phòng ngủ,NULL, 46 m vuông, ---, _, 980 triệu ,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

18/09/2020,/files/properties/default.jpg,NULL,NULL,4 phòng ngủ,NULL, 150 m vuông, ---, Đông Nam," 3,9 tỷ ","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

18/09/2020,/files/properties/2020/8/23/thumbnails/20200823_024411_577799_0.jpg,NULL,20 lầu,3 phòng ngủ,chỗ để xe, 117 m vuông, ---, Đông," 4,3 tỷ ","Đường Nguyễn Hoàng Tôn, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06925931-4052-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,3m,1 lầu,2 phòng ngủ,NULL, 60 m vuông, ---, _," 1,75 tỷ ","Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06954238-3736-ban-can-ho-chung-cu-ha-noi.jpg,NULL,2 lầu,2 phòng ngủ,NULL, 79 m vuông, ---, _," 3,45 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06954209-3454-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,3 phòng ngủ,NULL, 91 m vuông, ---, _," 3,055 tỷ ","Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

18/09/2020,/files/properties/default.jpg,NULL,NULL,2 phòng ngủ,NULL, 45 m vuông, ---, _," 2,1 tỷ ","Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06953883-0506-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,NULL,2 phòng ngủ,NULL, 75 m vuông, ---, Đông," 15,5 tỷ ","Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

18/09/2020,/files/properties/2020/8/22/thumbnails/06789061-2540-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,50m,35 lầu,2 phòng ngủ,chỗ để xe, 69 m vuông, ---, _," 1,2 tỷ ","Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06952150-0211-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,8m,4 lầu,5 phòng ngủ,NULL, 80 m vuông, ---, _," 1,8 tỷ ","Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06951755-3337-ban-can-ho-chung-cu-quan-hai-ba-trung.jpg,NULL,4 lầu,2 phòng ngủ,NULL, 56 m vuông, ---, _," 1,05 tỷ ","Phố Hoàng Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06951583-2242-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,NULL,1 lầu,2 phòng ngủ,NULL, 73 m vuông, ---, _, 2 tỷ ,"Đường Cương Kiên, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06951523-1920-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,NULL,9 lầu,3 phòng ngủ,NULL, 92 m vuông, ---, Đông Bắc," 1,9 tỷ ","Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06951301-0510-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,19 lầu,1 phòng ngủ,NULL, 50 m vuông, ---, _," 2,2 tỷ ","Đường Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/0ban-can-ho-80m2-chung-cu-c1c2-xuan-dinh-2-phong-ngu-2-ve-sinh-gia-2-ty-150-trieu.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 80 m vuông, ---, _," 2,15 tỷ ","Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/06950893-3944-ban-can-ho-chung-cu-quan-cau-giay-chinh-chu.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 86 m vuông, ---, Đông Nam," 4,93 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

18/09/2020,/files/properties/2020/9/30/thumbnails/06948950-3009-ban-can-ho-chung-cu-ha-noi.jpg,NULL,30 lầu,2 phòng ngủ,NULL, 54 m vuông, ---, _, 29 triệu / m,"Đường Đại Lộ Thăng Long, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội"

18/09/2020,/files/properties/2020/9/18/thumbnails/20200918_091518_491738_0.jpg,20m,25 lầu,3 phòng ngủ,NULL, 86 m vuông, ---, Tây Nam," 2,15 tỷ ","Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội"

18/09/2020,/files/properties/2020/7/10/thumbnails/20200710_105959_313114_0.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 74 m vuông, ---, _, 28 triệu / m,"Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội"

